config,step,session_id,turns,reasoning_nonempty,content_nonempty,reasoning_exact,reasoning_near80,reasoning_near60,content_exact,content_near80,content_near60
8 GPU,12,010049aa-1652-4d25-b62d-efeadf557dfc,6,6,2,1,1,1,1,1,1
8 GPU,12,22bb626f-3697-434d-b034-99ba772411fc,14,14,2,1,1,1,1,1,1
8 GPU,12,b973fcc4-36c4-4c28-89c1-03b21da3036f,16,16,1,1,1,1,1,1,1
8 GPU,12,78ac7dd2-fdd3-4ad7-ab36-81d7f25863fa,19,19,1,1,1,1,1,1,1
8 GPU,12,97cc3e2c-037a-4c24-b19d-fcd741766133,14,14,1,1,1,1,1,1,1
8 GPU,12,07aa3798-6149-49e1-ae61-617b6e28277d,3,3,3,1,1,1,1,1,1
8 GPU,12,a14ed451-6ac8-41e9-89b7-9a3471cde0b4,19,19,1,1,1,1,1,1,1
8 GPU,12,bb0ab3d6-e6e7-427c-a3ab-9dccbf392660,13,13,12,1,1,1,1,1,1
8 GPU,12,6b0784b7-f307-4b74-bf2d-6a43de12f02d,1,0,1,0,0,0,1,1,1
8 GPU,12,b24ab271-cd75-4483-9f91-2e72faef5644,5,5,3,1,1,1,1,1,1
8 GPU,12,a6f11d1c-8f5d-4ea5-bec4-b4a20d20c2ee,4,4,4,1,1,1,1,1,1
8 GPU,12,34a12dd0-a579-409c-9445-e95bad60b01f,6,6,6,1,1,1,1,1,1
8 GPU,12,8e53db33-348d-44bc-ad86-cd4a897a502e,6,6,5,1,1,1,1,1,1
8 GPU,12,bba8ade6-b60c-4fc0-a7ad-194adfed8c53,4,4,3,1,1,1,1,1,1
8 GPU,12,36513a6a-edab-4b8d-8304-f7e90e82bb94,9,9,4,1,1,1,1,1,1
8 GPU,12,37a4b9db-5868-465f-a69e-bd46a60e3be9,59,59,2,1,1,1,1,1,1
8 GPU,12,b5a97ba9-aa19-48d8-979a-8bdf038c4b11,25,25,1,1,1,1,1,1,1
8 GPU,12,e5ae0ccb-ae53-4fcd-83eb-0f2dad87e6c4,12,12,1,1,1,1,1,1,1
8 GPU,12,96e6012f-c154-4680-86b4-fc9220c6b9e0,51,51,1,1,1,1,1,1,1
8 GPU,12,d8bc7bcb-2673-4013-aef3-0cce27195c4a,56,56,4,1,1,1,1,1,1
8 GPU,12,85809e2a-7af0-4fdb-ae5f-fcd2664086c9,21,21,9,1,1,1,1,1,1
8 GPU,12,7a014dd5-9530-40d0-8177-38ac3d579b19,16,16,1,1,1,1,1,1,1
8 GPU,12,f6c90db9-c855-4380-bb78-ddc35e372fab,52,52,1,1,2,2,1,1,1
8 GPU,12,fd87bf70-b95b-4711-917c-fca381056e93,23,23,1,1,1,1,1,1,1
8 GPU,12,261529ed-4b70-4048-bda6-a588e39cab14,15,15,4,1,1,1,1,1,1
8 GPU,12,b72dbdfa-a2c3-4c66-b8e5-a216f7976612,4,4,3,1,1,1,1,1,1
8 GPU,12,87f2864c-61a2-4f65-a974-7e0fb523eefb,4,4,3,1,1,1,1,1,1
8 GPU,12,ee071e9c-0575-480d-b53f-3518ff597580,44,44,3,1,1,1,1,1,1
8 GPU,12,5a97fed0-7ff4-42aa-94f7-55c640b067e6,4,4,3,1,1,1,1,1,1
8 GPU,12,859a4de8-02c0-4c37-968a-c7d0e83dc6c8,32,32,4,1,1,1,1,1,1
8 GPU,12,5de892a1-075a-4fc6-ac1a-d6642fb295da,4,4,3,1,1,1,1,1,1
8 GPU,12,e2588b70-b756-4491-a7eb-2dd8220ee373,4,4,1,1,1,1,1,1,1
8 GPU,12,6b5295c8-b58f-4a27-9c27-9d6d31d7a678,1,1,1,1,1,1,1,1,1
8 GPU,12,a036fbb3-3fb2-44a3-accd-616e6fb1d4f9,4,4,3,1,1,1,1,1,1
8 GPU,12,f1981381-bdca-4acd-aaa9-7a344e2c1105,32,32,1,1,1,1,1,1,1
8 GPU,12,8d831c78-1d57-41e9-afee-6c4a68c0231e,16,16,11,1,1,1,1,1,1
8 GPU,12,6caacfd8-2a91-41f0-b587-58f87f440154,43,43,2,1,1,1,1,1,1
8 GPU,12,a0a0686f-fdd5-4871-8b25-25021a421e0a,13,13,3,1,1,1,1,1,1
8 GPU,12,77323e73-fa38-4c14-beea-c0e249d3f265,42,42,3,1,1,1,1,1,1
8 GPU,12,95eba28d-4a24-4183-a04c-275c1235c184,10,10,4,1,1,1,1,1,1
8 GPU,12,e06fd442-1a08-4f5f-b69b-514cc21bba4c,13,13,12,1,1,1,1,1,1
8 GPU,12,70be742f-608e-4a0c-9649-31c059def018,12,12,1,1,1,1,1,1,1
8 GPU,12,f4b35fa0-1e38-450d-b71a-7777422f6935,16,16,3,1,1,1,1,1,1
8 GPU,12,092ea9c7-3e8a-46f4-80b4-bbd9d8b2ed65,22,22,1,1,1,1,1,1,1
8 GPU,12,e789e6d3-825e-41ef-b1e4-e8944dff592c,29,29,4,1,1,1,1,1,1
8 GPU,12,2a51f500-4495-4984-99f9-3bb53c909071,8,8,2,1,1,1,1,1,1
8 GPU,12,b319850d-c3ee-4afb-901e-09e14567c0d2,13,13,2,1,1,1,1,1,1
8 GPU,12,a4624122-8819-46bf-a169-2ed22280f1a6,5,5,4,1,1,1,1,1,1
8 GPU,12,0d456be1-489a-4848-ba07-f2adb99abf2a,4,4,3,1,1,1,1,1,1
8 GPU,12,0ec9acd1-5049-4dcc-aa67-e27ad8611f61,18,18,8,1,1,1,1,1,1
8 GPU,12,37b7bbd2-2620-45ab-b9d2-35cdc2f63ef8,4,4,3,1,1,1,1,1,1
8 GPU,12,d562540a-7584-490a-bf78-46cb236f604f,6,6,5,1,1,1,1,1,1
8 GPU,12,4df31c7c-7334-4f30-bacf-ee81f57699e9,4,4,4,1,1,1,1,1,1
8 GPU,12,699bc6c5-00b6-4d0b-9ff3-ba15fafb8fb3,10,10,8,1,1,1,1,1,1
8 GPU,12,63c913c1-f478-4974-8769-301ddc0942ef,6,6,5,1,1,1,1,1,1
8 GPU,12,c64a62d5-92c4-495d-8497-ef8a213c3204,11,11,7,1,1,1,1,1,1
8 GPU,12,e6b63251-11a1-4527-87b0-b749f27d1d38,32,32,1,1,1,1,1,1,1
8 GPU,12,a25f5681-34b5-4951-9c6e-efa74e10a521,29,29,7,1,1,1,1,1,1
8 GPU,12,33d59bc2-221a-40d3-adf6-6ac35a5c3526,9,9,1,1,1,1,1,1,1
8 GPU,12,1bc81697-a195-46a6-882b-02ca61ac3325,9,9,2,1,1,1,1,1,1
8 GPU,12,a0685400-ad13-4538-b419-6d4e2f34a2e2,13,13,2,1,1,1,1,1,1
8 GPU,12,9041d38c-a8dc-4811-8fe2-8e25ccfb3f94,14,14,4,1,1,1,1,1,1
8 GPU,12,ec2c8974-b61f-4e46-a6ce-247af3c58633,27,27,1,1,1,1,1,1,1
8 GPU,12,46f3695e-da9e-487f-9357-dc8f47209037,35,35,9,1,1,1,1,1,1
8 GPU,12,5d6870ae-7088-4661-b7c2-5932a7a9ebab,1,1,1,1,1,1,1,1,1
8 GPU,12,242995fb-914d-4006-8cda-02b1e0c74e68,6,6,1,1,1,1,1,1,1
8 GPU,12,860864f1-7421-47a0-b865-6f8da69eb657,30,30,5,1,1,1,1,1,1
8 GPU,12,26111e78-c33a-4fe0-ac00-f151ae406567,45,45,7,1,1,1,1,1,1
8 GPU,12,6957dd61-dbe1-4201-898c-625027520e10,62,62,12,1,1,1,1,1,1
8 GPU,12,5358add4-79e8-4520-81df-186eac320c78,43,43,5,1,1,1,1,1,1
8 GPU,12,6b2a60c6-5b63-4629-88ab-cbfe3be98815,86,86,1,1,1,1,1,1,1
8 GPU,12,b9731769-f38d-4f02-b8be-fffe16959862,4,4,3,1,1,1,1,1,1
8 GPU,12,9f32d89e-7057-4083-b6a0-3ea8f5eabee6,31,31,8,1,1,1,1,1,1
8 GPU,12,879efe16-0dac-4c88-85bc-5afce2901640,89,89,1,1,1,1,1,1,1
8 GPU,12,b5a9ad67-57c6-4764-b646-96cbdc012dca,1,1,1,1,1,1,1,1,1
8 GPU,12,6e3f03ab-7287-44e1-815e-6dbbbcc9c0dc,34,34,1,1,1,1,1,1,1
8 GPU,12,d00f09d4-2be4-4f1d-9559-0fb7846eb101,11,11,1,1,1,1,1,1,1
8 GPU,12,7507be32-69de-47a3-beee-e4fde65936c8,1,1,1,1,1,1,1,1,1
8 GPU,12,9a39f03c-2371-4356-bd39-832f4e1fc34b,24,24,3,1,1,1,1,1,1
8 GPU,12,3b14da93-850a-48aa-943b-7dd51e657689,6,6,2,1,1,1,1,1,1
8 GPU,12,ee3b7641-d8cf-4229-a906-2e418140dde9,35,35,9,1,1,1,1,1,1
8 GPU,12,c9787bf7-7538-41b8-94ab-636931e637d5,13,13,3,1,1,1,1,1,1
8 GPU,12,e3c52d3c-5d79-464c-920f-6e556b72efd2,12,12,2,1,1,1,1,1,1
8 GPU,12,e618a8f6-95fe-412b-a2b5-0648b002d035,46,46,6,1,1,1,1,1,1
8 GPU,12,a76f582a-7e0d-4a23-b86f-14f187668276,7,7,1,1,1,1,1,1,1
8 GPU,12,aca05496-e249-4fbd-b2fa-79fef8079b51,17,17,1,1,1,1,1,1,1
8 GPU,12,ca9d01f8-ab04-46ba-900e-b75e8e9384ea,54,54,1,1,1,1,1,1,1
8 GPU,12,bb1edeb9-a4a3-485c-bc47-162266089353,10,10,6,1,1,1,1,1,1
8 GPU,12,52f8d028-6764-49fc-9aa4-bd4a643ab393,1,1,1,1,1,1,0,0,0
8 GPU,12,41ce9308-64a5-4c8f-8659-45a84c1f0591,16,16,8,1,1,1,1,1,1
8 GPU,12,194f7473-1020-4346-947e-ecc031b740f0,40,40,4,1,1,1,1,1,1
8 GPU,12,81d46748-80c2-4fcf-9132-ff0a9f346cc8,19,19,19,1,1,1,1,1,1
8 GPU,12,9c391c55-1cf9-4787-b655-16108a22d216,9,9,1,1,1,1,1,1,1
8 GPU,12,245ccd8a-5b8f-42ab-904b-22c84ab27576,13,13,9,1,1,1,1,1,1
8 GPU,12,a4ef0c8c-3b73-403c-97b4-1d51fb906ff9,98,98,2,1,1,1,1,1,1
8 GPU,12,226ba55a-e49a-414e-a56d-121f26f815bd,4,4,3,1,1,1,1,1,1
8 GPU,12,343a1660-4602-44be-ac5e-aa050917c308,4,4,3,1,1,1,1,1,1
8 GPU,12,663c0e14-7d0b-4a8a-84a9-4526f792892c,21,21,4,1,1,1,1,1,1
8 GPU,12,66c61881-93f3-43f3-8c55-f204e553d4b7,17,17,1,1,1,1,1,1,1
8 GPU,12,6372ecb9-5d02-4e06-b815-fd92a4fd808e,4,4,3,1,1,1,1,1,1
8 GPU,12,51cb4d67-31ad-4628-8a43-49eddaa0c56c,4,4,3,1,1,1,1,1,1
8 GPU,12,3a9095ae-78c9-4d5f-b4f3-4445d4ec353b,4,4,3,1,1,1,1,1,1
8 GPU,12,bfc01849-377b-493d-a3c1-3deac3c1e0a6,33,33,1,1,1,1,1,1,1
8 GPU,12,b9e891c3-58b4-47df-8335-01cc95cf3c8c,5,5,3,1,1,1,1,1,1
8 GPU,12,bd597b85-e370-47db-8ac2-439bb7960752,9,9,2,1,1,1,1,1,1
8 GPU,12,e09f9993-acb0-4028-a31b-275f3132d5b9,36,36,1,1,1,1,1,1,1
8 GPU,12,87f81dc8-bb20-44b4-9772-8cf74d57eb02,4,4,4,1,1,1,1,1,1
8 GPU,12,13185892-f14c-47f4-825b-1132d5596cba,79,79,3,1,1,1,1,1,1
8 GPU,12,f074c3fa-e388-4f4b-a654-06dd9cfc591c,16,16,2,1,1,1,1,1,1
8 GPU,12,c803a9a0-db46-4e3a-8b7e-e70e8cc289cb,9,9,2,1,1,1,1,1,1
8 GPU,12,2290c88a-44ae-4759-adba-8a1c576ee157,15,15,3,1,1,1,1,1,1
8 GPU,13,f02d3021-e8cd-44cd-b4e4-058fe9cb3c8c,54,54,3,1,1,1,1,1,1
8 GPU,13,e1d17547-9811-4ab8-8560-2490a4cc6efd,16,16,4,1,1,1,1,1,1
8 GPU,13,63a19dc7-13dc-48cd-85f7-bb3979aa0482,92,92,2,1,1,2,1,1,1
8 GPU,13,8eaa8caa-2f0d-44a1-bd31-a7d4512726d4,22,22,2,1,1,1,1,1,1
8 GPU,13,2507dee6-a684-4523-ae8c-d345589e22e4,18,18,3,1,1,1,1,1,1
8 GPU,13,3494eb45-b940-4006-9a40-24ccf9fcd2ec,39,39,15,1,1,1,1,1,1
8 GPU,13,50dfba1b-7af8-4a77-91f9-96afc5a90628,14,14,6,1,1,1,1,1,1
8 GPU,13,5c3f3719-4119-4e36-9393-760d421d4a54,12,12,2,1,1,1,1,1,1
8 GPU,13,5f8a76f4-145b-4921-ab77-d008a910f152,14,14,2,1,1,1,1,1,1
8 GPU,13,9886a04c-4350-4e07-b4ac-20ce843e59df,11,11,9,1,1,1,1,1,1
8 GPU,13,74f90322-1219-4a39-a50d-b4825b5a8e5b,19,19,2,1,1,1,1,1,1
8 GPU,13,adebe322-5a39-4e72-87ad-d9970bff9460,11,11,2,1,1,1,1,1,1
8 GPU,13,994cfd78-8f1e-4cc8-bcc5-1e07e80c1b2e,33,33,19,1,1,1,1,1,1
8 GPU,13,b39c3356-7699-4748-bf2b-22925c682551,42,42,7,1,1,1,1,1,1
8 GPU,13,137121e7-b91e-4eb2-aad4-a717aa9f8464,38,38,11,1,1,1,1,1,1
8 GPU,13,c94dfee6-0831-4a35-a765-7c51024138eb,4,4,3,1,1,1,1,1,1
8 GPU,13,100f228e-614b-4898-9760-aede02c33778,4,4,3,1,1,1,1,1,1
8 GPU,13,45a45427-9108-4bef-b956-74d79e745522,44,44,6,1,1,1,1,1,1
8 GPU,13,da73fc8e-fe47-4dfd-8c3b-c3d4ac904d74,32,32,8,1,1,1,1,1,1
8 GPU,13,26a6a166-1f0c-4767-9655-77af900fdf2f,20,20,5,1,1,1,1,1,1
8 GPU,13,656cce1b-1f71-4d81-a7b7-d917eaa8b206,17,17,2,1,1,1,1,1,1
8 GPU,13,173a59cb-ad4d-42d0-b664-59859fde2509,23,23,11,1,1,1,1,1,1
8 GPU,13,7b13699e-bd3b-42ea-88b3-9e331c51947f,22,22,3,1,1,1,1,1,1
8 GPU,13,ee22f664-d3e8-4fb4-a301-5fac9ad62630,24,24,3,1,1,1,1,1,1
8 GPU,13,35dcf8e5-7c1c-46d1-9e1e-8601e9c5597d,6,6,2,1,1,1,1,1,1
8 GPU,13,de751bd6-8197-421f-8241-7ba3fc202bee,45,45,4,1,1,1,1,1,1
8 GPU,13,5cf19484-b190-4c36-a563-98ddc82b623c,89,89,4,1,1,1,1,1,1
8 GPU,13,a77e4245-2bae-4f64-bb37-41f852a56fce,20,20,5,1,1,1,1,1,1
8 GPU,13,20619e98-ef68-40f9-af9a-45f4e1a4e00f,6,6,1,1,1,1,1,1,1
8 GPU,13,b075c39a-5ab6-4956-8640-db3790d348c4,16,16,2,1,1,1,1,1,1
8 GPU,13,b22deed3-b854-4de9-9f10-a75fa38c1350,23,23,3,1,1,1,1,1,1
8 GPU,13,b5a62e71-b020-457b-b975-c1f384f06e6e,27,27,11,1,1,1,1,1,1
8 GPU,13,699331cf-59d4-40ca-828c-3b6405b5e7e2,4,4,3,1,1,1,1,1,1
8 GPU,13,d6b0948a-8d00-4af8-a3f1-b19923419334,4,4,3,1,1,1,1,1,1
8 GPU,13,7a1e86fb-34d6-43f2-bc1a-04e7ad47362b,4,4,3,1,1,1,1,1,1
8 GPU,13,1943f79a-4ca7-47a6-86ad-2531ebefa758,4,4,3,1,1,1,1,1,1
8 GPU,13,f8431327-b48b-416a-8cc5-e7abbd36a82b,2,2,2,1,1,1,1,1,1
8 GPU,13,2d946f52-a21d-49ae-901e-f40d345bda46,11,11,3,1,1,1,1,1,1
8 GPU,13,e21704ff-65ba-499f-8ec9-9891ebd45c35,52,52,1,1,1,1,1,1,1
8 GPU,13,3c0b3e06-b305-42c3-946b-28483833102b,4,4,3,1,1,1,1,1,1
8 GPU,13,58184f89-a38b-44bb-829a-cb2cc97db671,28,28,3,1,1,1,1,1,1
8 GPU,13,69c08a39-dd94-4b69-bc70-08ea5efa51d3,37,37,1,1,1,1,1,1,1
8 GPU,13,c3212fd9-4f20-4fe8-8778-2e1c294571c4,29,29,2,1,1,1,1,1,1
8 GPU,13,b77f98bd-3358-4b38-ae0f-c4225aad3d0d,52,52,1,1,1,1,1,1,1
8 GPU,13,87d9164b-e610-48fa-8b7f-9303000bc102,45,45,1,1,1,1,1,1,1
8 GPU,13,ff7002bd-aedd-42ed-9d8d-0e0f8a07062b,40,40,1,1,1,1,1,1,1
8 GPU,13,b4b416e0-8b24-420e-9c4f-ac6a9406d5cc,8,8,1,1,1,1,1,1,1
8 GPU,13,790ecf23-fb5a-4bb2-b352-b3c2fd7bc53b,21,21,2,1,1,1,1,1,1
8 GPU,13,ae46cc48-524c-4e26-b716-e7ccdbd79290,14,14,4,1,1,1,1,1,1
8 GPU,13,eb5c60ed-9d0c-4786-8aaf-8afecdc46957,8,8,2,1,1,1,1,1,1
8 GPU,13,9f13fc43-74a7-4ca7-8f11-ef5b073ccc63,57,57,2,1,1,1,1,1,1
8 GPU,13,7c646470-013a-4e82-9a3d-11885705875f,8,8,3,1,1,1,1,1,1
8 GPU,13,49bad0dd-e538-4590-953e-c2f9cf3173de,4,4,3,1,1,1,1,1,1
8 GPU,13,38049530-7491-430c-a43a-e64745e35372,5,5,1,1,1,1,1,1,1
8 GPU,13,656608b9-c0a0-407b-ab66-cd5c51de364e,5,5,2,1,1,1,1,1,1
8 GPU,13,437b6641-a88a-4137-b97e-e501ee8e3f25,13,13,2,1,1,1,1,1,1
8 GPU,13,91f410ba-f0c7-4065-8a8d-f37d9f4855f1,4,4,3,1,1,1,1,1,1
8 GPU,13,648843d4-bc0d-4ce2-a420-37e9bde946e8,79,79,7,1,1,1,1,1,1
8 GPU,13,d81b37c1-b5dc-43f3-9b5a-b716aac95bc3,67,67,2,1,2,2,1,1,1
8 GPU,13,674eb891-643e-4183-adf7-679accedb688,80,80,3,1,1,1,1,1,1
8 GPU,13,44fb588a-321b-4ce9-9d1a-8deeae5a72a7,4,4,3,1,1,1,1,1,1
8 GPU,13,0f737d76-3051-4eee-a14f-3b41a76340b9,4,4,3,1,1,1,1,1,1
8 GPU,13,db597418-d8fe-44d6-ac03-98003a4c1c53,4,4,3,1,1,1,1,1,1
8 GPU,13,780f5ffb-7ebe-407d-a844-b641bb82de6f,4,4,3,1,1,1,1,1,1
8 GPU,13,5314cbf4-f846-4fb5-be69-29407f745130,13,13,1,1,1,1,1,1,1
8 GPU,13,665d7031-95c9-44f1-a2bd-f8f9c4b12a5c,10,10,1,1,1,1,1,1,1
8 GPU,13,083ed3ef-a3bb-4c61-b644-435bc2089da8,10,10,1,1,1,1,1,1,1
8 GPU,13,db7af51b-25b3-4cad-ad6b-045e3e922d2b,9,9,1,1,1,1,1,1,1
8 GPU,13,2366b176-c02f-4ce1-9dd5-615eb6271c74,28,28,1,1,1,1,1,1,1
8 GPU,13,aba07629-cc5d-4ded-8f33-7e85a74bb1cf,83,83,1,1,1,1,1,1,1
8 GPU,13,be891dfe-e3d0-4917-9a4b-71ef76bb4e2b,4,4,3,1,1,1,1,1,1
8 GPU,13,25263697-85b0-40e2-8a42-954fbe62b249,15,15,1,1,1,1,1,1,1
8 GPU,13,85f4661b-6d58-4d03-ac6c-b9301df73b4c,4,4,2,1,1,1,1,1,1
8 GPU,13,e30f3f98-2505-4f26-b917-63d9defe98d3,41,41,11,1,1,1,1,1,1
8 GPU,13,dbba1d7f-7609-4f3d-bcc1-ee4ffae2bff9,13,13,2,1,1,1,1,1,1
8 GPU,13,bf251654-1f11-48fe-9713-4e67fd435c3d,49,49,17,1,1,1,1,1,1
8 GPU,13,4e0d5f2b-34ef-4e02-920b-116d60f895b3,2,2,2,1,1,1,1,1,1
8 GPU,13,11c6d1b9-2283-4293-8177-29341214cc93,44,44,2,1,1,1,1,1,1
8 GPU,13,fc959624-8eb5-450e-8a70-70d9042bc1f6,18,18,2,1,1,1,1,1,1
8 GPU,13,0637c611-3c2a-4692-92c1-13f37b5d8e2e,8,8,7,1,1,1,1,1,1
8 GPU,13,3ace782f-bec4-4fc5-8319-689c9b892c4b,7,7,1,1,1,1,1,1,1
8 GPU,13,c9b97884-c76d-4353-824b-29d251c26aa8,21,21,1,1,1,1,1,1,1
8 GPU,13,535c8bda-0d35-4245-a5b2-032fe0c35840,10,10,1,1,1,1,1,1,1
8 GPU,13,ed617b22-51e7-46c0-8a94-d802889b83d4,18,18,1,1,1,1,1,1,1
8 GPU,13,f6bdfa7b-e3a2-43b3-8afe-ddf53d8c9ed4,19,19,2,1,1,1,1,1,1
8 GPU,13,2c97b1dc-accd-4494-90f3-197276b2a97e,10,10,1,1,1,1,1,1,1
8 GPU,13,122baa59-8851-44fa-b77f-70b654af4ddb,28,28,1,2,2,2,1,1,1
8 GPU,13,bd05b713-f29f-4d91-b328-5e994e2fcca0,4,4,1,1,1,1,1,1,1
8 GPU,13,82878887-1a62-4fc6-b458-96e894fcaeb8,4,4,3,1,1,1,1,1,1
8 GPU,13,2d3cdc60-6a36-4bc6-b873-cba5cbab6224,3,3,3,1,1,1,1,1,1
8 GPU,13,829840fe-d621-4e03-9bdf-1eee6360ef09,4,4,3,1,1,1,1,1,1
8 GPU,13,a2d9cc4c-b0a3-4bbd-9271-e4ca01789757,13,13,1,1,1,1,1,1,1
8 GPU,13,4a92fee9-539e-4afe-b556-e508ba8cdc93,57,57,1,1,1,1,1,1,1
8 GPU,13,d9d933d8-d53b-4741-b597-314d041d9bd2,3,3,3,1,1,1,1,1,1
8 GPU,13,fee6fc87-425d-4d03-a436-af063a78a94f,4,4,3,1,1,1,1,1,1
8 GPU,13,ee163796-b5fb-45ec-af0b-2800fed332f1,4,4,3,1,1,1,1,1,1
8 GPU,13,12a7ba31-ccd1-47f9-b789-b093c64f322a,4,4,3,1,1,1,1,1,1
8 GPU,13,95684f38-e644-4cec-aa13-645d9eb59d3a,76,76,1,1,1,1,1,1,1
8 GPU,13,7994660f-96f1-4cf0-ac2d-a10d8b30b6bb,10,10,9,1,1,1,1,1,1
8 GPU,13,81aa094d-2cbf-400e-a2fc-b00fdb551cc0,51,51,5,1,1,1,1,1,1
8 GPU,13,069b589a-bdaf-4043-bada-246329794e42,2,2,2,1,1,1,1,1,1
8 GPU,13,ea0bef75-1996-4178-b1fe-7f9d96459ecb,4,4,3,1,1,1,1,1,1
8 GPU,13,0b045421-5aab-45de-bcf5-4e325be67bb5,29,29,3,1,1,1,1,1,1
8 GPU,13,d3e48a91-eaea-43cf-b4cd-938eccc7d832,91,91,1,1,1,1,1,1,1
8 GPU,13,e3c0186b-0bf8-402a-9502-9cbddcb58986,5,5,4,1,1,1,1,1,1
8 GPU,13,ecbb902e-58e1-4727-8db4-9b384fe3643d,4,4,3,1,1,1,1,1,1
8 GPU,13,6162e7a7-1ef2-4893-bb04-1c73c7909791,11,11,5,1,1,1,1,1,1
8 GPU,13,5d9c2b25-d9a3-4f38-88ca-6c74cc084ab1,12,12,12,1,1,1,1,1,1
8 GPU,13,04bd459c-65b5-45fb-b00a-179989d56e08,7,7,2,1,1,1,1,1,1
8 GPU,13,e570411b-94d9-4a7e-b494-cfd863d44f5a,2,2,2,1,1,1,1,1,1
8 GPU,13,1945f9b4-e754-4302-8dc0-c0bfc457961b,42,42,8,1,1,1,1,1,1
8 GPU,13,994c2c18-baff-4fe6-b957-d8cea954fa98,19,19,2,1,1,1,1,1,1
8 GPU,13,626ec863-2001-4d43-ba70-edd1dd44377c,6,6,2,1,1,1,1,1,1
8 GPU,13,ee4162d7-77f2-4fc4-80a1-aac421ee1b8d,21,21,3,1,1,1,1,1,1
8 GPU,13,150e868a-dd27-4565-9b50-bdb2348876df,20,20,8,1,1,1,1,1,1
8 GPU,13,3ea7463f-1f62-49ba-86d1-b8049cd4a1fc,3,3,3,1,1,1,1,1,1
8 GPU,13,da6e567f-cd83-4a45-95fd-552d632e43c4,4,4,3,1,1,1,1,1,1
8 GPU,13,f994a8bb-14e5-4314-8227-f9529f420948,4,4,3,1,1,1,1,1,1
8 GPU,13,d4cb96a4-3415-47f3-bb93-351085e45afe,10,10,7,1,1,1,1,1,1
8 GPU,13,584ae737-dd84-44e3-85df-e675a51b091f,2,2,1,1,1,1,1,1,1
8 GPU,13,62eec34e-e95e-4e63-8b8b-732d6e9f399f,4,4,3,1,1,1,1,1,1
8 GPU,13,c4a15ccc-d9cf-4673-932b-933dd92e9b34,31,31,8,1,1,1,1,1,1
8 GPU,13,b30c815c-4817-49a4-968d-11f1179c78ad,3,3,2,1,1,1,1,1,1
8 GPU,13,72bf01fb-5e7d-4047-9d34-25103293c7e5,12,12,3,1,1,1,1,1,1
8 GPU,13,da6e4b69-d296-462c-9792-df15ad5e0fd8,4,4,3,1,1,1,1,1,1
8 GPU,13,560a3815-259e-4fe1-a9e8-ee74e77588b3,21,21,4,1,1,1,1,1,1
8 GPU,13,7bbba401-5449-4002-adc5-82c13516d766,17,17,1,1,1,1,1,1,1
8 GPU,13,732bcbf7-e6c1-4435-8278-cadf427539a0,19,19,1,1,1,1,1,1,1
8 GPU,14,de5db6d4-51d1-4dfb-b5c3-99d113dd910f,4,4,3,1,1,1,1,1,1
8 GPU,14,5a8e5ed9-ae3f-46d8-9e08-bb48375b679f,10,10,9,1,1,1,1,1,1
8 GPU,14,e44162d2-142e-4273-9970-a11c023e11aa,4,4,3,1,1,1,1,1,1
8 GPU,14,afd74a26-c84e-4a2c-8c70-70be822bbd1a,19,19,2,1,1,1,1,1,1
8 GPU,14,00d91373-a6fc-408d-9ae5-1894660aa5df,3,3,3,1,1,1,1,1,1
8 GPU,14,5cc3d264-8157-4572-90b8-38d49a7ddb2d,4,4,3,1,1,1,1,1,1
8 GPU,14,95c78aa2-ffad-4f8a-b968-a01ba7f112f3,3,3,2,1,1,1,1,1,1
8 GPU,14,2539da25-7ac4-40bd-8894-b2fa5802c4b2,4,4,3,1,1,1,1,1,1
8 GPU,14,61566d5a-9fa9-4a0f-8a2a-ca2893cbd0ce,4,4,3,1,1,1,1,1,1
8 GPU,14,8aa658f1-3636-42fc-acb3-99d4dba62ee9,5,5,5,1,1,1,1,1,1
8 GPU,14,40f6cd27-72e8-4610-a131-93f76d24603b,4,4,3,1,1,1,1,1,1
8 GPU,14,6eb9ad83-92eb-4723-a40b-62c6d905437a,4,4,3,1,1,1,1,1,1
8 GPU,14,7395c9e4-b374-4545-8898-a24e07dc8f6f,22,22,5,1,1,1,1,1,1
8 GPU,14,21fc372c-5b35-4a80-bdd8-62c40c51d5ef,8,8,8,1,1,1,1,1,1
8 GPU,14,b205b64d-62a4-4d42-b389-623811610044,22,22,2,1,1,1,1,1,1
8 GPU,14,a115220c-4f65-4782-9788-64d5b8bf4392,4,4,3,1,1,1,1,1,1
8 GPU,14,1432c03b-85a6-4d45-816e-0153a161b79e,13,13,2,1,1,1,1,1,1
8 GPU,14,ee6a7b65-d0d0-41f8-ad84-417ea119eaf4,7,7,6,1,1,1,1,1,1
8 GPU,14,209ba76e-549e-4b6b-86b8-d8196912c8e1,70,70,5,1,1,1,1,1,1
8 GPU,14,74d5a090-c039-4f06-8ac5-c69d07a1c785,11,11,3,1,1,1,1,1,1
8 GPU,14,a5862e38-39e5-45ca-8ce9-96067783c32b,15,15,6,1,1,1,1,1,1
8 GPU,14,7fbb3e4e-3f86-4b80-8f51-daa7af9bc959,5,5,4,1,1,1,1,1,1
8 GPU,14,19a02095-3646-4b26-a005-e536dcb95e65,5,5,4,1,1,1,1,1,1
8 GPU,14,e2f492f7-00d3-4787-af09-32db0eca0c8c,13,13,8,1,1,1,1,1,1
